nama,kategori,kecamatan,price_label,rating_avg,deskripsi,shortLink,is_kuesioner,photo_url,photo_source
"HokBen, Revo Town","Cepat saji, Jepang",Bekasi Selatan,50rb - 100rb,4.6,,https://gofood.link/u/3dal1,0,,
"Dum Dum Thai Drinks Express, Revo Town Bekasi","Minuman, Thailand, Sweets, Kopi",Bekasi Selatan,25rb - 50rb,4.8,,https://gofood.link/u/l1jl,0,https://api.jajanbekasi.web.id/foto/Dum_Dum_Thai_Drinks_Express_Revo_Town_Bekasi.jpg,gofood_og
"Kedai Boboko Penyet, Mekar Sari Raya","Ayam & bebek, Aneka nasi",Bekasi Timur,25rb - 50rb,4.8,,https://gofood.link/a/yM9gqsC,0,https://api.jajanbekasi.web.id/foto/Kedai_Boboko_Penyet_Mekar_Sari_Raya.jpg,gofood_og
"Roti'O, St.Kranji",Roti,Medan Satria,50rb - 100rb,4.8,,https://gofood.link/u/0nPmv,0,https://api.jajanbekasi.web.id/foto/RotiO_StKranji.jpg,gofood_og
"Ayam Geprek H. Ato, Perumahan Jaka Permai","Ayam & bebek, Aneka nasi",Bekasi Barat,25rb - 50rb,4.5,,https://gofood.link/u/PZ5b,0,,
"Bangi Kopi, Kalimalang","Aneka nasi, Kopi, Jajanan, Bakmie, Sweets, Ayam & bebek, Roti, Thailand",Bekasi Barat,25rb - 50rb,4.0,,https://gofood.link/u/7mGnW,0,,
"DIMSUM CHIA-YOO, Krakatau Raya","Jajanan, Cepat saji, Chinese",Medan Satria,25rb - 50rb,4.1,,https://gofood.link/a/yM8VvuG,0,,
"Ayam Bakar Kalasan Teh Nenden, Margahayu","Ayam & bebek, Aneka nasi, Seafood",Bekasi Timur,25rb - 50rb,4.6,,https://gofood.link/u/Ama1L,0,,
"KFC, Pratama Bekasi",Cepat saji,Bekasi Timur,25rb - 50rb,4.7,,https://gofood.link/u/Wg5av,0,,
"Bebek Goreng H. Slamet, Bekasi Timur",Ayam & bebek,Bekasi Timur,25rb - 50rb,4.7,,https://gofood.link/u/zybMK,0,,
"Bakso Sehat Bakso Atom, Strada",Bakso & soto,Bekasi Timur,50rb - 100rb,0.0,,https://gofood.link/u/ezj89,0,,
"Bakmie & Seafood 99, Harapan Jaya",Bakmie,Medan Satria,25rb - 50rb,4.4,,https://gofood.link/u/3Vr9,0,,
"Martabak Top Bandung 1, Harapan Jaya",Martabak,Medan Satria,50rb - 100rb,4.6,,https://gofood.link/u/nL4Lk,0,,
"Solaria, Lagoon Avenue Bekasi","Bakmie, Aneka nasi, Ayam & bebek, Jajanan, Bakso & soto",Bekasi Barat,50rb - 100rb,4.8,,https://gofood.link/a/yM91fo1,0,https://api.jajanbekasi.web.id/foto/Solaria_Lagoon_Avenue_Bekasi.jpg,gofood_og
"Sop Janda ( Jawa Sunda ), Pekayon","Bakso & soto, Sate, Ayam & bebek",Bekasi Selatan,50rb - 100rb,4.5,,https://gofood.link/a/yM9ZYiJ,0,,
"Ayam Gepuk Pak Gembus, Harapan Jaya",Ayam & bebek,Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/u/RA0dV,0,,
"Kopi Janji Jiwa & Jiwa Toast, Lagoon Avenue","Kopi, Minuman, Roti, Jajanan",Bekasi Barat,25rb - 50rb,4.7,,https://gofood.link/a/yM9hadm,0,,
"Sop Dan Soto Tangkar, Pekayon",Bakso & soto,Bekasi Selatan,50rb - 100rb,4.6,,https://gofood.link/u/0dkm5,0,,
"Momolin Bakery, Harapan Jaya","Roti, Sweets",Medan Satria,25rb - 50rb,4.5,"Momolin Bakery, Harapan Jaya merupakan usaha dagang  yang memproduksi dan menjual roti dan kue yang berlokasi di kota Bekasi. Kami memiliki 3 jenis produk utama yaitu Roti, Aneka Kue, dan Kue Ulang Tahun",https://gofood.link/a/yM9zjT7,0,,
"Pempek Palembang Gaby, Cut Meutiah Bekasi",Jajanan,Bekasi Selatan,25rb - 50rb,4.7,,https://gofood.link/u/1MLGO,0,,
"Warung Tekko, Blu Plaza","Aneka nasi, Ayam & bebek",Bekasi Timur,50rb - 100rb,4.5,,https://gofood.link/u/zGBzM,0,,
"Solaria, Blu Plaza","Aneka nasi, Chinese",Bekasi Timur,50rb - 100rb,4.8,,https://gofood.link/a/yM9zqm1,0,https://api.jajanbekasi.web.id/foto/Solaria_Blu_Plaza.jpg,gofood_og
A&W Blu Plaza,Cepat saji,Bekasi Timur,50rb - 100rb,4.8,"A&W Restaurants pertama kali dibuka di California pada tahun 1919. Produk yang dijual adalah A&W Root Beer, ayam goreng, burger maupun nugget. Di Indonesia, A&W memiliki lebih dari 200 outlet yang tersebar di kota besar maupun kecil.",https://gofood.link/u/3apa3,0,https://api.jajanbekasi.web.id/foto/AW_Blu_Plaza.jpg,gofood_og
"Kopi Maning, Jl. KH Agus Salim","Kopi, Jajanan, Minuman",Bekasi Timur,25rb - 50rb,4.6,,https://gofood.link/u/WAlLG,0,,
"Bakso Mukidi, Bintara","Bakmie, Bakso & soto",Bekasi Barat,25rb - 50rb,4.4,,https://gofood.link/a/yM9UnZN,0,,
"Kedai Pempek Wa'Cek, Jatiluhur",Jajanan,Bekasi Barat,50rb - 100rb,0.0,,https://gofood.link/a/yM9v3jQ,0,,
"Sate Madura Bang Sodik, Bekasi Timur",Sate,Bekasi Timur,50rb - 100rb,4.7,,https://gofood.link/u/ZLQGD,0,,
"Sate Cirebon (Halimpu) H. Aman, Bekasi Utara",Sate,Bekasi Utara,25rb - 50rb,4.8,,https://gofood.link/u/dzOP,0,,
"Kedai Bude Dirah, Bekasi Barat/Jakasampurna/","Aneka nasi, Cepat saji, Bakso & soto",Bekasi Barat,50rb - 100rb,0.0,,https://gofood.link/a/yM9x2SQ,0,,
"Prekchic, Bekasi Timur",Ayam & bebek,Bekasi Timur,10rb - 25rb,0.0,,https://gofood.link/u/przyR,0,,
"Kedai Karasa, Bekasi Timur",Jajanan,Bekasi Timur,25rb - 50rb,0.0,,https://gofood.link/u/MK1vG,0,,
Sate Betawi Tegal H. Noto,Sate,Bekasi Barat,50rb - 100rb,4.7,,https://gofood.link/a/yM9vNew,0,,
"McDonald's, Meutia Bekasi","Cepat saji, Sweets, Jajanan",Rawalumbu,50rb - 100rb,4.8,,https://gofood.link/u/0nZpd,0,,
"DE'VINZ CAFE & RESTO, Cut Meutiah",Ayam & bebek,Rawalumbu,25rb - 50rb,4.3,,https://gofood.link/u/ZLxJ5,0,,
"Ayam Bakar Dan Ikan Bakar Pring Gading, Bekasi Utara",Ayam & bebek,Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/u/JDnA,0,,
"JAGONYA MAKAN, Makanan Dan Minuman","Sweets, Minuman, Cepat saji",Bekasi Barat,25rb - 50rb,3.5,,https://gofood.link/u/xYWD0,0,,
"Mie Ayam & Bakso Safa, Bekasi Timur","Bakso & soto, Bakmie, Cepat saji",Bekasi Timur,25rb - 50rb,4.6,,https://gofood.link/u/mWJY4,0,,
"Soto Ayam Ceker Cak Ivan Lamongan, Bekasi Utara",Bakso & soto,Bekasi Utara,25rb - 50rb,4.4,,https://gofood.link/u/DamQK,0,,
"Nasi Congkel, Bekasi Selatan",Aneka nasi,Bekasi Barat,25rb - 50rb,4.7,,https://gofood.link/u/eqY4,0,,
"KFC Box, Naga Wisma",Cepat saji,Bekasi Timur,50rb - 100rb,4.7,,https://gofood.link/u/4j9YK,0,,
"Grosirkurma.co.id, Bekasi Komplek SBS","Jajanan, Timur Tengah, Sweets",Bekasi Utara,50rb - 100rb,4.3,,https://gofood.link/u/Zl15e,0,,
"Mamandut Shop, Permata Bekasi","Ayam & bebek, Jajanan, Pizza & pasta",Bekasi Timur,25rb - 50rb,0.0,,https://gofood.link/u/O2Lym,0,,
"Ayam Blenger PSP, Bintara Bekasi","Ayam & bebek, Aneka nasi, Roti, Cepat saji",Bekasi Barat,25rb - 50rb,4.8,,https://gofood.link/u/OJ1gL,0,,
"Aninditdut Shop, Bekasi Utara","Jajanan, Roti, Pizza & pasta",Bekasi Utara,50rb - 100rb,0.0,,https://gofood.link/u/nLwzG,0,,
"Dapure Wong Suroboyo, Sentul Raya","Cepat saji, Jajanan",Bekasi Utara,25rb - 50rb,0.0,,https://gofood.link/u/ZLvBe,0,,
"RM Kato Saumpun, Margahayu Jaya","Aneka nasi, Cepat saji",Bekasi Timur,25rb - 50rb,4.8,,https://gofood.link/a/yM9YchQ,0,https://api.jajanbekasi.web.id/foto/RM_Kato_Saumpun_Margahayu_Jaya.jpg,gofood_og
"KFC Box, Naga Pekayon",Cepat saji,Bekasi Selatan,50rb - 100rb,4.6,,https://gofood.link/u/bMjm,0,,
"McDonald's, Bintara Bekasi","Cepat saji, Sweets, Jajanan",Bekasi Barat,50rb - 100rb,4.8,,https://gofood.link/u/MqndG,0,,
Waroeng Tjandra,"Minuman, Jajanan, Cepat saji",Bekasi Barat,25rb - 50rb,4.6,,https://gofood.link/u/rq5Am,0,,
"Domino's Pizza, Bintara","Pizza & pasta, Cepat saji, Jajanan",Bekasi Barat,50rb - 100rb,4.7,,https://gofood.link/u/3N9g3,0,,
"Bakso Joss, Perum Margahayu",Bakso & soto,Bekasi Timur,25rb - 50rb,4.7,,https://gofood.link/u/J4zJ4,0,,
"BeFC Fried Chicken, Assyafi'iyah, Depan Warteg Farhan",Ayam & bebek,Bekasi Barat,25rb - 50rb,4.8,,https://gofood.link/u/lPA0D,0,,
"Rumah Makan Ibu Dara, Bekasi Utara","Ayam & bebek, Aneka nasi",Bekasi Utara,25rb - 50rb,4.8,,https://gofood.link/u/aV9Dr,0,https://api.jajanbekasi.web.id/foto/Rumah_Makan_Ibu_Dara_Bekasi_Utara.jpg,gofood_og
"Tenda Biru 99 Medan, Jakasampurna","Bakmie, Chinese",Bekasi Barat,50rb - 100rb,4.7,,https://gofood.link/u/ej5b4,0,,
"Bakmie & Seafood 99, Ruko Grand Galaxy City",Bakmie,Bekasi Selatan,50rb - 100rb,4.8,,https://gofood.link/u/2d1mj,0,,
"Bakso Gress Dan Mie Ayam Bakso 2, Bekasi Barat","Bakmie, Jajanan, Bakso & soto",Bekasi Barat,25rb - 50rb,4.5,,https://gofood.link/u/YKzbO,0,,
"Pop Cookies, Kemang Pratama",Sweets,Bekasi Selatan,50rb - 100rb,3.6,,https://gofood.link/u/g1jV,0,,
"SOP CENDRAWASIH MAKASSAR, Bekasi Barat",Bakso & soto,Bekasi Barat,25rb - 50rb,4.2,,https://gofood.link/a/yM9fnS5,0,,
"Sop Buah Segher Bugher, Bekasi","Ayam & bebek, Bakso & soto, Minuman",Bekasi Barat,>100rb,0.0,,https://gofood.link/u/zy07k,0,,
"Richeese Factory, Bintara","Cepat saji, Ayam & bebek, Aneka nasi",Bekasi Barat,50rb - 100rb,4.7,,https://gofood.link/u/OJlrp,0,,
"Bunda Salma, Bekasi","Jajanan, Minuman",Bekasi Timur,10rb - 25rb,0.0,,https://gofood.link/u/JVrDZv,0,,
"Bakso Super Retnosari (Gepeng Urat), Bekasi Selatan",Bakso & soto,Bekasi Barat,25rb - 50rb,4.7,,https://gofood.link/u/wmVa,0,,
"Mie Cabe Gerus 3 Ibu Hj. Elly, Bekasi","Bakmie, Bakso & soto",Bekasi Barat,25rb - 50rb,4.6,,https://gofood.link/a/yM9TyDb,0,,
"Martabak Alim Premium, Duren Jaya","Martabak, Jajanan",Bekasi Timur,50rb - 100rb,4.6,,https://gofood.link/u/nwOOR,0,,
"Nasi Kapau Uda John, KH. Noer Ali","Minuman, Aneka nasi",Bekasi Barat,50rb - 100rb,4.6,,https://gofood.link/u/PZ9QA,0,,
"HokBen, Ruko Galaxy",Cepat saji,Bekasi Barat,50rb - 100rb,4.8,,https://gofood.link/u/YV0Lm,0,,
"Kedai Amole Soto Betawi, Bekasi Selatan","Bakso & soto, Minuman, Aneka nasi",Bekasi Selatan,50rb - 100rb,4.8,,https://gofood.link/u/LAeql,0,,
"Tanoshii Sushi, Galaxy Foodcourt","Jajanan, Jepang, Cepat saji",Bekasi Selatan,50rb - 100rb,4.7,Juara Partner GO-FOOD 2019: Kategori Makanan Internasional Jabodetabek,https://gofood.link/a/yMa4w2o,0,,
"Ayam Bersih Berkah, Aren Jaya",Aneka nasi,Bekasi Timur,50rb - 100rb,0.0,Juara Partner GO-FOOD 2019: Kategori Kawan Setia di Tanggal Tua & Kategori Paling Aktif Jabodetabek,https://gofood.link/u/LjmM,0,,
"Domino's Pizza, Taman Galaxy","Pizza & pasta, Cepat saji, Jajanan",Bekasi Selatan,50rb - 100rb,4.7,,https://gofood.link/u/e72KZ,0,,
"Double U Steak by Chef Widhi, Bekasi",Barat,Bekasi Selatan,>100rb,4.8,,https://gofood.link/u/aWbPx,0,,
"Soto Mie Asli Bogor Pak Kadir, Bekasi Selatan","Aneka nasi, Bakso & soto",Bekasi Barat,25rb - 50rb,4.6,,https://gofood.link/u/zGGVM,0,,
"Nasi Tim & Hainam Bu Mega, Galaxi Raya",Aneka nasi,Bekasi Selatan,50rb - 100rb,4.7,,https://gofood.link/a/yM99nCL,0,,
"Pecel Lele Ibu Hanah, Bekasi Utara","Ayam & bebek, Bakso & soto",Bekasi Utara,25rb - 50rb,4.4,,https://gofood.link/u/POMMj,0,,
"Bakso Titoti, Bekasi Utara",Bakso & soto,Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/u/QaRgM,0,,
"Saung Kuliner PSR (Penyet Jontor), Bekasi Utara",Aneka nasi,Bekasi Utara,25rb - 50rb,4.3,,https://gofood.link/u/lPQl0,0,,
"Toko Oleh-Oleh Daerah (Bekasi), Bekasi Selatan",Jajanan,Bekasi Selatan,50rb - 100rb,4.1,,https://gofood.link/u/7Lvn8,0,,
"Gado Gado Nabila, Bekasi Timur","Aneka nasi, Jajanan, Cepat saji",Bekasi Timur,25rb - 50rb,4.5,,https://gofood.link/a/yM94JmQ,0,,
"Geprek Bensu, Duta Harapan","Aneka nasi, Ayam & bebek, Cepat saji",Bekasi Utara,25rb - 50rb,4.7,"Juara Partner GO-FOOD 2019: Kategori Partner Terbaik, Kategori Outlet Terbaik & Kategori Makan Siang Jabodetabek",https://gofood.link/u/48dWg,0,https://api.jajanbekasi.web.id/foto/Geprek_Bensu_Duta_Harapan.jpg,gofood_og
"Ayam Geprek Mas Boim, Bintara",Ayam & bebek,Bekasi Barat,25rb - 50rb,4.7,Diskon sebesar 10% untuk menu makanan mulai 10 November 2017 sampai 31 Desember 2017. ,https://gofood.link/u/gk3LR,0,,
"Warung Seblak Abdul, Kranji",Jajanan,Bekasi Barat,25rb - 50rb,4.5,,https://gofood.link/u/GG0W4,0,,
"Warteg Fuji Mulia, Bekasi","Minuman, Aneka nasi, Cepat saji",Bekasi Utara,10rb - 25rb,4.7,,https://gofood.link/u/POdMk,0,,
Warung Makan Sido Mampir Sate Pak Man Solo,"Aneka nasi, Sate",Bekasi Timur,50rb - 100rb,4.6,,https://gofood.link/u/2dJbP,0,,
"Bebek Goreng H. Slamet, Galaxy",Ayam & bebek,Bekasi Selatan,25rb - 50rb,4.7,,https://gofood.link/u/N7QWK,0,,
"Ayam Keprabon Express, Kaliabang Tengah","Ayam & bebek, Aneka nasi",Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/u/YBGO,0,https://api.jajanbekasi.web.id/foto/Ayam_Keprabon_Express_Kaliabang_Tengah.jpg,gofood_og
"Tahu Petis Yudhistira, Taman Galaxy",Jajanan,Bekasi Selatan,25rb - 50rb,4.6,"Kuliner otentik khas Semarang. Tahu Petis, Lumpia Semarang dan Petis Kemasan. Dikemas menarik dan bersertifikasi Halal MUI.",https://gofood.link/u/gg2jb,0,,
"Amanda Brownies, Bekasi Timur",Sweets,Bekasi Timur,50rb - 100rb,4.7,,https://gofood.link/u/eJL04,0,https://api.jajanbekasi.web.id/foto/Amanda_Brownies_Bekasi_Timur.jpg,gofood_og
"Pempek Palembang 2000 Duo, Nusantara Raya",Jajanan,Bekasi Timur,10rb - 25rb,4.3,					,https://gofood.link/u/Da7N1,0,,
"Bubur Ayam Kampung Nyemplung, Rawalumbu",Aneka nasi,Rawalumbu,25rb - 50rb,4.8,,https://gofood.link/u/3PRm3,0,,
"Sate Tongseng Pak Budi, Bekasi Timur",Sate,Bekasi Timur,50rb - 100rb,4.7,,https://gofood.link/u/xgZ1L,0,https://api.jajanbekasi.web.id/foto/Sate_Tongseng_Pak_Budi_Bekasi_Timur.jpg,gofood_og
"Ayam Gebok Bang Jamal, Bekasi Timur",Ayam & bebek,Bekasi Timur,25rb - 50rb,0.0,,https://gofood.link/u/8z2Gl,0,,
"Bola Ubi RAOS, Taman Galaxy",Jajanan,Bekasi Selatan,25rb - 50rb,4.6,,https://gofood.link/u/mv7Z1,0,,
"Gado-Gado Pondok Hijau, Akasia II","Aneka nasi, Bakmie",Rawalumbu,25rb - 50rb,4.7,,https://gofood.link/u/PZz7y,0,,
"Martabak Harman, Taman Galaxy",Martabak,Bekasi Selatan,50rb - 100rb,4.6,,https://gofood.link/u/Dan97,0,,
"Restoran 99 Seafood, Bekasi Utara",Seafood,Bekasi Utara,50rb - 100rb,4.7,,https://gofood.link/u/LGZQ4,0,,
"Warung Pancong Reggae, Bekasi Utara","Jajanan, Roti, Kopi",Bekasi Utara,25rb - 50rb,4.6,,https://gofood.link/u/kLzJG,0,,
"Sari Rasa Pekayon, Ruko Bukit Safira","Sate, Ayam & bebek, Aneka nasi",Bekasi Selatan,25rb - 50rb,4.7,,https://gofood.link/u/mzJ4,0,,
"RM Mie Surabaya, Bekasi","Bakmie, Seafood, Bakso & soto",Bekasi Utara,50rb - 100rb,4.7,,https://gofood.link/u/aR3mr,0,https://api.jajanbekasi.web.id/foto/RM_Mie_Surabaya_Bekasi.jpg,gofood_og
"Super Sambal, Galaxy","Ayam & bebek, Seafood, Aneka nasi",Bekasi Selatan,25rb - 50rb,4.8,,https://gofood.link/a/yM8Ycr3,0,,
"I Am Geprek  Bensu, Raya Kaliabang","Ayam & bebek, Aneka nasi, Cepat saji",Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/a/yM9gwGm,0,https://api.jajanbekasi.web.id/foto/I_Am_Geprek_Bensu_Raya_Kaliabang.jpg,gofood_og
"Martabak Alim, Rawalumbu Bekasi",Martabak,Rawalumbu,10rb - 25rb,4.0,,https://gofood.link/u/d8le,0,,
"KFC, BTC Bekasi",Cepat saji,Bekasi Timur,50rb - 100rb,4.8,,https://gofood.link/a/yM9xctW,0,https://api.jajanbekasi.web.id/foto/KFC_BTC_Bekasi.jpg,gofood_og
"HokBen, BTC Bekasi","Jepang, Cepat saji",Bekasi Timur,50rb - 100rb,4.7,,https://gofood.link/u/aVGJO,0,https://api.jajanbekasi.web.id/foto/HokBen_BTC_Bekasi.jpg,gofood_og
"Bebek Goreng H. Slamet, Rawalumbu",Ayam & bebek,Rawalumbu,25rb - 50rb,4.7,,https://gofood.link/u/YVJNO,0,,
"Jus Now, Bekasi Utara",Minuman,Bekasi Utara,10rb - 25rb,0.0,,https://gofood.link/u/MzbPG,0,,
"Pizza Hut Delivery - PHD, Kaliabang","Pizza & pasta, Cepat saji, Jajanan, Barat, Ayam & bebek",Bekasi Utara,>100rb,4.7,,https://gofood.link/u/VdeV3,0,https://api.jajanbekasi.web.id/foto/Pizza_Hut_Delivery_-_PHD_Kaliabang.jpg,gofood_og
"Bakso Bakwan Malang Cak Su Kumis, Taman Galaxi",Bakso & soto,Bekasi Selatan,10rb - 25rb,4.8,,https://gofood.link/u/eze24,0,,
"Bakso Rudal, Rawalumbu",Bakso & soto,Rawalumbu,25rb - 50rb,4.6,,https://gofood.link/u/PV2R8,0,,
Cincau dan cendol Galksi bekasi selatan,"Sweets, Cepat saji",Bekasi Selatan,25rb - 50rb,4.5,,https://gofood.link/u/AGJ2W,0,,
"Mie Ayam Bangka, Pondok Cipta",Bakmie,Bekasi Barat,25rb - 50rb,4.6,,https://gofood.link/u/PObeA,0,,
"Ayam Nuklir Bekasi, Pariwisata raya","Aneka nasi, Ayam & bebek",Rawalumbu,25rb - 50rb,4.8,,https://gofood.link/u/zy2kj,0,,
"Bakmi Pijar, Rawalumbu","Bakmie, Seafood, Aneka nasi",Rawalumbu,25rb - 50rb,4.7,,https://gofood.link/u/WA8KZ,0,,
"Ayam Ngebul, Pondok Cipta",Ayam & bebek,Bekasi Barat,25rb - 50rb,4.8,,https://gofood.link/u/aW943,0,,
"Rumah Makan Salsabil, Pondok Cipta",Aneka nasi,Bekasi Barat,10rb - 25rb,4.6,,https://gofood.link/u/qeMma,0,,
"Hot Bread , Bakery & Cakes, Bekasi Barat","Roti, Jajanan",Bekasi Barat,25rb - 50rb,4.6,,https://gofood.link/u/WAOBd,0,,
"Soto Ayam Surabaya Pak Min, Bekasi Timur","Ayam & bebek, Bakso & soto",Bekasi Timur,25rb - 50rb,4.7,,https://gofood.link/u/8zrZl,0,,
"Bakso Sri RAJA, Bekasi Utara",Bakso & soto,Bekasi Utara,25rb - 50rb,4.6,,https://gofood.link/u/A1K2e,0,,
Seafood AA Pondok Cipta,"Seafood, Bakmie, Chinese",Bekasi Barat,50rb - 100rb,4.6,,https://gofood.link/u/MKMbQ,0,,
"Waroeng Nasgor Koko Will, Pondok Cipta Raya","Seafood, Aneka nasi, Chinese",Bekasi Barat,25rb - 50rb,4.7,,https://gofood.link/u/zGlBn,0,,
"Warung Mas Yono, Bekasi",Aneka nasi,Bekasi Utara,25rb - 50rb,4.6,,https://gofood.link/u/ZY1a,0,,
"Ayam Geprek Simra, Rawalumbu","Aneka nasi, Ayam & bebek, Jajanan",Rawalumbu,25rb - 50rb,4.7,,https://gofood.link/a/yM9xgJm,0,,
"Pecel Lele Lela, Galaxy","Ayam & bebek, Aneka nasi",Bekasi Selatan,25rb - 50rb,4.8,,https://gofood.link/u/LGO7q,0,,
"KFC, Kemang Pratama",Cepat saji,Bekasi Selatan,50rb - 100rb,4.8,,https://gofood.link/u/e7878,0,,
"Miato (Mie Bangka Bumbu Ayam), Bekasi Barat",Bakmie,Bekasi Utara,25rb - 50rb,4.8,,https://gofood.link/u/m8NNO,0,,
"Ayam Bakar Ngalimeud, Bekasi Selatan","Aneka nasi, Ayam & bebek, Bakso & soto",Bekasi Selatan,25rb - 50rb,3.7,,https://gofood.link/u/aR1RW,0,,
"Bob's Salad, Perum Kemang Pratama",Sweets,Bekasi Selatan,25rb - 50rb,4.7,"BOB’S SALAD menyajikan menu dessert berupa salad buah & salad sayur sebagai makanan kesehatan  dengan mayonnaise variant rasa antara lain : mayonnaise original, mayonnaise dengan paduan krim  keju, mayonnaise yoghurt, mayonnaise rasa leci, mayonnaise guava jambu, mayonnaise grape dan  thousand island. Dimana penyajiannya dapat di mix sesuai selera konsumen. Mayonaise yang kami  gunakan bukan product jadi yang ada di pasaran melainkan hasil racikan sendiri ( home made ). Inilah  yang menjadi ciri khas keistimewaan rasa salad kami.",https://gofood.link/a/yM931Pf,0,,
"Rumah Makan & Seafood 99, Rawalumbu",Seafood,Rawalumbu,50rb - 100rb,4.5,,https://gofood.link/u/OJm5g,0,,
Es Pisang Ijo - Lapten Corner,Sweets,Bekasi Selatan,10rb - 25rb,4.7,,https://gofood.link/u/OWOM,0,,
"Martabak Legit Group, Rawalumbu",Martabak,Rawalumbu,50rb - 100rb,4.5,,https://gofood.link/a/yM9WBQC,0,,
"Baso Aci Kesultanan, Bekasi Barat","Cepat saji, Bakmie, Jajanan",Bekasi Utara,10rb - 25rb,4.7,,https://gofood.link/u/1zagp,0,,
"Mbanana Eat Banana, Bekasi Utara","Jajanan, Sweets",Bekasi Utara,25rb - 50rb,4.8,,https://gofood.link/u/D8J7,0,https://api.jajanbekasi.web.id/foto/Mbanana_Eat_Banana_Bekasi_Utara.jpg,gofood_og
Ayam Kecut Ibu Cucum,Aneka nasi,Bekasi Timur,25rb - 50rb,0.0,,https://gofood.link/u/NLxD,0,,
"Takana Fried Chicken Albahar, Bekasi Utara","Ayam & bebek, Cepat saji",Bekasi Utara,10rb - 25rb,4.7,,https://gofood.link/u/YgYn3D,0,,
"Ayam Penyet Special Ibu Yani, Kemang Pratama",Ayam & bebek,Bekasi Selatan,50rb - 100rb,4.9,,https://gofood.link/u/Kjy3A,0,https://api.jajanbekasi.web.id/foto/16_Ayam_Penyet_Special_Ibu_Yani_Kemang_Pratama.jpg,cached
"McDonald's, Pekayon","Cepat saji, Sweets, Jajanan",Bekasi Selatan,50rb - 100rb,4.8,,https://gofood.link/u/yWn4,0,,
"Zushioda, Kemang Pratama",Jepang,Bekasi Selatan,25rb - 50rb,4.3,,https://gofood.link/u/J0w3A,0,,
"RM Gudeg Prambanan, Pekayon Raya",Aneka nasi,Bekasi Selatan,25rb - 50rb,4.7,,https://gofood.link/u/O1J5Z,0,,
"Roti John Surabaya, Bekasi",Barat,Bekasi Selatan,50rb - 100rb,3.7,,https://gofood.link/u/qevdq,0,,
"Lontong Medan Ma' Gopi, Pulo Sirih Barat",Aneka nasi,Bekasi Selatan,25rb - 50rb,4.4,,https://gofood.link/u/ZVPOA,0,,
"Baso Aci Mantan, Bekasi Selatan",Jajanan,Bekasi Selatan,25rb - 50rb,4.7,,https://gofood.link/u/OJn8p,0,,
"Mie Ayam Bangka Dhea & Baso, Taman Wisma Asri",Bakmie,Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/a/yM9X8Bw,0,https://api.jajanbekasi.web.id/foto/Mie_Ayam_Bangka_Dhea_Baso_Taman_Wisma_Asri.jpg,gofood_og
"Bakso Balungan Komsen - Galaxy, Jl Pulo Ribung Raya Galaxy",Bakso & soto,Bekasi Selatan,25rb - 50rb,4.6,"Bakso Iga, Tetelan, Kikil, Sumsum	",https://gofood.link/u/mxm34,0,,
"Nasi Goreng Gila Mas Han, Rawalumbu",Aneka nasi,Rawalumbu,25rb - 50rb,4.7,,https://gofood.link/u/OJ5wM,0,,
"Tahu Kupat Pak Harmin (Khas Solo), Perum Taman Galaxy","Aneka nasi, Jajanan, Cepat saji",Bekasi Selatan,25rb - 50rb,4.8,,https://gofood.link/u/vrKa,0,,
"Ayam Bakar Kalasan Teh Nenden, Narogong","Ayam & bebek, Aneka nasi, Seafood",Rawalumbu,25rb - 50rb,4.8,,https://gofood.link/a/yM9zGN9,0,,
"Ayam Bakar Kalasan Sanjaya, Taman Wisma Asri",Ayam & bebek,Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/u/WLYYG,0,https://api.jajanbekasi.web.id/foto/Ayam_Bakar_Kalasan_Sanjaya_Taman_Wisma_Asri.jpg,gofood_og
"Kwetiaw Sapi & Seafood Pontia Gading, Grand Galaxy City","Seafood, Chinese",Bekasi Selatan,50rb - 100rb,4.6,,https://gofood.link/u/WAwnM,0,,
Shima Takoyaki,"Jepang, Korea",Bekasi Timur,25rb - 50rb,4.7,,https://gofood.link/u/YgLjO,0,https://api.jajanbekasi.web.id/foto/Shima_Takoyaki.jpg,gofood_og
"Bakmi Tu7uh, Pulo Ribung","Seafood, Chinese, Bakmie",Bekasi Selatan,50rb - 100rb,4.8,,https://gofood.link/u/mjbj,0,,
"Resto Aroma Palopoku, Bekasi Utara","Seafood, Sweets",Bekasi Utara,25rb - 50rb,4.7,,https://gofood.link/u/bwOAd,0,https://api.jajanbekasi.web.id/foto/Resto_Aroma_Palopoku_Bekasi_Utara.jpg,gofood_og
