displayName,ratings,priceLevel,tags,areaName
"Mie Gacoan, Cibubur","{'average': 4.7, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_BAKMIE', 'tenantUid': 'gofood', 'uid': 'CUISINE_BAKMIE', 'displayName': 'Bakmie', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Transyogi, Kota Bekasi, Jawa Barat, Jawa, 17435, Indonesia"
"Sarimande Metropolitan (Padang), Cibubur","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","RM Sarimande Metropolitan, Jalan Transyogi, Harjamukti, Kota Bekasi, Bogor, Jawa Barat, Jawa, 17435, Indonesia"
"KFC, Plaza Cibubur","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Transyogi, Harjamukti, Kota Bekasi, Bogor, Jawa Barat, Jawa, 17435, Indonesia"
"McDonald's, Plaza Cibubur","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Transyogi, Harjamukti, Kota Bekasi, Bogor, Jawa Barat, Jawa, 17435, Indonesia"
MIXUE ALTERNATIF CIBUBUR,"{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Transyogi, Kota Bekasi, Jawa Barat, Jawa, 17435, Indonesia"
"Domino's Pizza, Citywalk Cikarang","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_PIZZA_PASTA', 'tenantUid': 'gofood', 'uid': 'CUISINE_PIZZA_PASTA', 'displayName': 'Pizza & pasta', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","CityWalk, Jalan Mohammad Husni Thamrin, Lippo Cikarang, Sukaresmi, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"Solaria, Plaza Cibubur","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Plaza Cibubur, Jalan Kalimanggis, Kota Bekasi, Jawa Barat, Jawa, 17433, Indonesia"
"HokBen, Plasa Cibubur","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_JAPANESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_JAPANESE', 'displayName': 'Jepang', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Plaza Cibubur, Jalan Kalimanggis, Kota Bekasi, Jawa Barat, Jawa, 17433, Indonesia"
"Solaria, Mall Ciputra Citra Grand","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_CHINESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_CHINESE', 'displayName': 'Chinese', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Tol Cimanggis–Cibitung, CitraGrand Cibubur CBD, Kota Bekasi, Gunung Putri, Bogor, Jawa Barat, Jawa, 17435, Indonesia"
"Bakmi GM, Mall Ciputra","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_BAKMIE', 'tenantUid': 'gofood', 'uid': 'CUISINE_BAKMIE', 'displayName': 'Bakmie', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_CHINESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_CHINESE', 'displayName': 'Chinese', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Blok A6/1-5, Kota Bekasi, Jawa Barat, Jawa, 17435, Indonesia"
"Pizza Hut Delivery - PHD, Cikarang","{'average': 4.6, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_PIZZA_PASTA', 'tenantUid': 'gofood', 'uid': 'CUISINE_PIZZA_PASTA', 'displayName': 'Pizza & pasta', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_BURGER_SANDWICH_STEAK', 'tenantUid': 'gofood', 'uid': 'CUISINE_BURGER_SANDWICH_STEAK', 'displayName': 'Barat', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Raya Cibarusah, Ciantra, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"HokBen Kitchen, Cifest","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_JAPANESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_JAPANESE', 'displayName': 'Jepang', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Cifest Raya, Ciantra, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"KFC, Lippo Thamrin Cikarang","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","SPBU 10054230, 112, Jalan Mohammad Husni Thamrin, Lippo Cikarang, Sukaresmi, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"Burger King, Lippo Cikarang","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","SPBU 10054230, 112, Jalan Mohammad Husni Thamrin, Lippo Cikarang, Sukaresmi, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"Kopi Kenangan, Ruko Cikarang Festival","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_COFFEE_SHOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_COFFEE_SHOP', 'displayName': 'Kopi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Ciantra, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"Bittersweet By Najla, Cibubur","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kota Bekasi, Jawa Barat, Jawa, 17433, Indonesia"
"Mie Gacoan, Cikarang","{'average': 4.7, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_BAKMIE', 'tenantUid': 'gofood', 'uid': 'CUISINE_BAKMIE', 'displayName': 'Bakmie', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Bekasi Raya, Lippo Cikarang, Sukaresmi, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"Domino's Pizza, Jababeka 2","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_PIZZA_PASTA', 'tenantUid': 'gofood', 'uid': 'CUISINE_PIZZA_PASTA', 'displayName': 'Pizza & pasta', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Raya Cibarusah, Jababeka, Mekarmukti, Kabupaten Bekasi, Jawa Barat, Jawa, 17530, Indonesia"
"Richeese Factory, Plaza Jababeka","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_KOREAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_KOREAN', 'displayName': 'Korea', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Plaza Jababeka, Jalan Industri Utara 1, Jababeka, Mekarmukti, Kabupaten Bekasi, Jawa Barat, Jawa, 17530, Indonesia"
"Solaria, Living Plaza Jababeka","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Niaga Raya, Jababeka, Pasirsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17530, Indonesia"
"McDonald's, Jababeka 2 Cikarang","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","McDonald's, Jalan Niaga Raya, Jababeka, Pasirsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17530, Indonesia"
"HokBen, Lippo Cikarang","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Mal Lippo Cikarang, Jalan Daha, Lippo Cikarang, Sukaresmi, Kabupaten Bekasi, Jawa Barat, Jawa, 17550, Indonesia"
"Sop Iga Dapur Mama 2, Cikarang","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Kedasih Raya, Jababeka, Pasirsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17530, Indonesia"
"Esteh Indonesia, Jababeka Cikarang","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Kedasih Raya, Jababeka, Pasirsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17530, Indonesia"
"Chinese Food ""88"", Sentra Niaga Kalimalang","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_CHINESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_CHINESE', 'displayName': 'Chinese', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SEAFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_SEAFOOD', 'displayName': 'Seafood', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","PT. JASA KONSULTAN KEUANGAN, Jl, Jalan Ahmad Yani, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17144, Indonesia"
"Mie Ayam Bangka Ciremai, Bekasi Selatan","{'average': 4.5, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_BAKMIE', 'tenantUid': 'gofood', 'uid': 'CUISINE_BAKMIE', 'displayName': 'Bakmie', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Kemakmuran, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17141, Indonesia"
"RM. Barito Minang, Bekasi","{'average': 4.2, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Gang Haji Ukar. AB, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17141, Indonesia"
"Ayam Penyet Sambal Ijo Sep'to Bledar Bleder, Bekasi Selatan","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Jati Raya, Kranji, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17144, Indonesia"
"Sate Madura Cak Andi, Bekasi Selatan","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SATE', 'tenantUid': 'gofood', 'uid': 'CUISINE_SATE', 'displayName': 'Sate', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Kemakmuran, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17141, Indonesia"
"Ayam Gepuk Pak Gembus, Kemakmuran Bekasi","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Kemakmuran, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17141, Indonesia"
"Dcika Cakes & Bakery, Stasiun Bekasi","{'average': 4.4, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ROTI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ROTI', 'displayName': 'Roti', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Minimarket Pintu Air 2 Marga Mulya, Jalan Insinyur Haji Juanda, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17141, Indonesia"
"Pempek Palembang Gaby, Stasiun Bekasi","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Gang Haji Anom, Kayuringinjaya, Kota Bekasi, Jawa Barat, Jawa, 17141, Indonesia"
"Nam Thai Tea, Bekasi Utara","{'average': 0, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kopi Kenangan x Cerita Roti - Dapur Kitchen Bekasi, Jalan Perjuangan, Bekasi Jaya, Kota Bekasi, Jawa Barat, Jawa, 17142, Indonesia"
Warung Eco,"{'average': 0, 'total': 0}",0,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Indomaret, Jalan Bulevar Selatan, Summarecon Bekasi, Kota Bekasi, Jawa Barat, Jawa, 17142, Indonesia"
"Nasi Pecel Khas Kediri Ibu Rafy, Pasar Modern Sinpasa","{'average': 4.8, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Indomaret, Jalan Bulevar Selatan, Summarecon Bekasi, Kota Bekasi, Jawa Barat, Jawa, 17142, Indonesia"
"McDonald's, Summarecon Bekasi","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","McDonald's, Jalan Bulevar Selatan, Summarecon Bekasi, Kota Bekasi, Jawa Barat, Jawa, 17142, Indonesia"
"RM Bude Zenkhori, Kantor Desa Lambang Sari","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Mustikajaya, Dukuh Bima, Lambangsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17158, Indonesia"
"Soto Kudus Kartini, Dirgantara Jatisari","{'average': 4.3, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Sirojul Munir, Komplek PKPU, Jatiluhur, Kota Bekasi, Jawa Barat, Jawa, 16969, Indonesia"
"Cilok Rumpi, Green Park Cotton Wood 5","{'average': 4.4, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Green Park Residence, Jatiwarna, Kota Bekasi, Jawa Barat, Jawa, 17415, Indonesia"
"Salero Raso, Narogong","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Cikiwul, Kota Bekasi, Jawa Barat, Jawa, 17153, Indonesia"
